pLI,wSL/C,outs_when_up,bat_speed,break_length_deprecated,wKN (pi),botStf,SC-Z (sc),Pace,Cent%+,LOB%,# 1-10%,max_ev,Stf+ FA,SI-Z (sc),SwStr%,FIP-,post_bat_score,favor_home,Stf+ CU,HR/FB%+,BIP-Wins,p_throws,Pitching+,FA-X (pi),rSZ,Contact%,CHv,Zone% (pi),fld_score,OBP+,SI-Z (pi),LOB%+,E-F,H,home,vFA (pi),sz_bot,CU-X (sc),-WPA,vFC (sc),post_fld_score,wFS (sc),AVG+,BA,home_team_runs,barrels_batted_balls_percentage,SB-Z (pi),EP-X (sc),vSI (sc),RPP,vXX (pi),O-Contact% (sc),wCH/C (pi),vCU (pi),TZ,Strikes,Pit+ SL,FB%+,consistency,wSC (sc),fielder_9,PU,Pit+ FA,woba_denom,player_name,CT%,feature2,wCT/C,StL,Balls,SI-X (pi),H/9,HR,SI-X (sc),air_density_index,FC-Z (sc),SO/W,BB/9,wKN (sc),FDP-Wins,accuracy,if_fielding_alignment,wRC,wSI (sc),Plays,ER,wKN/C (pi),wXX/C (pi),Loc+ KC,pfx_x,Swing%,correct_calls_above_expected,Contact% (pi),HLD,Range,# 40-60%,wSL/C (pi),FSR,batted_ball_events,game_type,average_distance,Season,Scp,wFC/C (sc),Zone%,botCmd FC,BIZ,wKN/C,spin_axis,Events,# 10-40%,vFS (sc),BK,Contact% (sc),Cent%,correct_calls,BsR,actual_homers,3B,DPR,Pit+ CH,ay,IDfg,vSL (pi),pfx_z,strikes,Loc+ CU,ax,SF%,SB-X (pi),on_3b,wSL,expected_accuracy,SF,wSB (pi),# 90-100%,W,FT% (sc),umpire,Stf+ FS,total_barrels,expected_homers,GB/FB,Pit+ FS,wCU/C (sc),Team,OAA,LD%,Relieving,GB,wKC/C (sc),pitch_number,home_runs,UZR/150,Pace (pi),FB%,FO-X (sc),Barrels,Age,Loc+ FS,Clutch,xFIP-,strikeouts,iso_value,K/9,FO-Z (sc),TTO%,CTv,Stf+ KC,des,hit_distance_sc,FA% (pi),vSB (pi),botOvr KC,SH,wSI/C (sc),SL%,wFC/C (pi),KC-X (sc),IP,# 0%,SL-Z (sc),estimated_woba_using_speedangle,OOZ,botCmd,wCU (pi),wCH/C,wFS/C (pi),swing_length,CU-X (pi),botERA,wOBA,xwOBA,FE,wFS (pi),SO9,SL-X (sc),wCH (sc),SB% (pi),UN% (sc),UBR,away_team,wFT/C (sc),FA-X (sc),TBF,delta_run_exp,hard_hit_95mph+,TZL,wEP (sc),IFFB,wFC (sc),HBP,hc_x,SFv,CS-Z (pi),fielder_6,WHIP+,fielder_2,K%+,fielder_4,DPS,vEP (sc),wSF/C,IFH,Oppo%,WP,wCT,balls,vCS (pi),CU-Z (sc),FC-X (pi),away_score,Soft%+,vKC (sc),sz_top,RS,estimated_ba_using_speedangle,40-60%,CH-X (sc),events,Stf+ FC,FC-Z (pi),fielder_2.1,wSB,game_year,Hard%+,wFO (sc),ground_ball_ev,id,vx0,botCmd FS,K/BB+,rGDP,rPM,Pit+ SI,botOvr SI,FT-X (sc),Def,Loc+ FO,LD%+,REW,xSLG,CH-Z (pi),inning,Loc+ FC,RAR,Swing% (sc),effective_speed,SLv,on_1b,Bat,Relief-IP,CH-X (pi),FB,FBv,botStf FC,RE24,O-Contact% (pi),LOB-Wins,botCmd CU,vCU (sc),wFB,Starting,wRC+,KN%,release_spin_rate,zone,WPA/LI,ERA-,wCS (pi),SIERA,FP,FS-Z (pi),xBA,BF,EP% (sc),CH% (sc),vy0,home_team,EP-Z (sc),fielder_7,CPP,# 60-90%,hard_hit_swing_percentage,Pit+ KC,incorrect_calls,Z-Swing%,description,launch_speed_angle,WAR,60-90%,F-Strike%,hard_hit_percentage,wGDP,L,release_extension,inLI,GDP,BAbip,Name,wFT (sc),BUH,CH-Z (sc),wSF,G,botStf FS,vCH (pi),IFFB%,wKC (sc),Fld,CB%,rCERA,wFA (pi),vFA (sc),CSW%,BB/9+,Lg,DPF,pitch_name,Soft%,SB,wRAA,Pull%,wCB,wFA/C (pi),SI% (sc),FA% (sc),tfs_deprecated,HR/9+,babip_value,KN% (sc),tfs_zulu_deprecated,CStr%,botOvr CH,Pit,KC% (sc),Z-Contact%,RngR,botOvr FA,SL-Z (pi),FIP,launch_angle,K/9+,EV,release_pos_z,TE,maxEV,Stf+ FO,az,Hard%,SL% (sc),barrels_plate_appearance_percentage,fielder_3,DPT,fielder_5,botOvr CU,type,botCmd FA,OBP,1B,FC% (pi),ISO,botStf CU,DRS,WHIP,bb_type,PA,botOvr FS,CS-X (pi),SLG+,average_ev,rSB,DP,KC-Z (sc),tERA,FC-X (sc),wSB/C (pi),BS,+WPA,HardHit%,Loc+ SL,Spd,away,AB,KN% (pi),90-100%,OPS,wKN,Stf+ SI,BABIP+,Oppo%+,IFH%,RS/9,max_distance,wCU (sc),bat_score,batter,HR/FB,WPA,CU% (sc),K-BB%,average_homerun,wSI (pi),exLI,KN-Z (sc),gmLI,botStf FA,ISO+,botxRV100,FO% (sc),wCH/C (sc),ErrR,total_run_impact,2B,PO%,Inn,L-WAR,Dollars,CBv,inning_topbot,post_home_score,SI% (pi),HardHit,Rep,game_pk,rank,wKN/C (sc),player,pitcher,Pit+ FC,Age Rng,BB,wCH,KN-Z (pi),wXX (pi),Dol,10-40%,Off,CU-Z (pi),UZR,CH%,Stf+ CH,of_fielding_alignment,botOvr SL,FA-Z (pi),stand,Med%,wCU/C (pi),sweet_spot_percentage,wSL (pi),O-Contact%,FS-X (sc),year,BB/K,on_2b,XX-Z (pi),H/9+,botOvr FC,Loc+ SI,woba_value,target,CG,SO,vKN (pi),StS,MD,botStf SI,wFC (pi),R,date,botOvr,rARM,break_angle_deprecated,Loc+ FA,GS,SC% (sc),botCmd SL,rTS,pitcher.1,O-Swing% (sc),FA-Z (sc),vz0,Z-Contact% (sc),A,wSI/C (pi),vFT (sc),away_team_runs,GB%+,vSL (sc),ShO,wFO/C (sc),Str,PO,Barrel%,SLG,Pitches,vFC (pi),O-Swing%,Tm,botStf KC,accuracy_above_expected,CS,release_pos_y,wSL (sc),Z-Contact% (pi),LD,wCB/C,wEP/C (sc),Pulls,botCmd KC,Pit+ FO,wFA/C (sc),ballpark,Lev,#days,Pos,Stuff+,vCH (sc),E,wSL/C (sc),release_speed,post_away_score,fielder_8,CS% (pi),SV,LA,wCS/C (pi),botCmd SI,Stf+ SL,FS% (pi),SD,pitches_called,at_bat_number,Location+,IBB,SL-X (pi),SC-X (sc),RZR,wSC/C (sc),wFA (sc),botStf SL,BB%,Pull%+,wFS/C (sc),expected_correct_calls,kwERA,XX-X (pi),plate_x,BU,spin_rate_deprecated,wFB/C,expected_incorrect_calls,O-Swing% (pi),RA9-WAR,phLI,KNv,vSI (pi),launch_speed,plate_z,Zone% (sc),Loc+ CH,Swing% (pi),K%,game_date,pitch_type,feature1,GB%,1-10%,FB% (Pitch),Z-Swing% (pi),Pit+ CU,FC% (sc),xFIP,altitude,mlbID,xERA,vKN (sc),ERA,K/BB,hit_location,fly_ball_line_drive_ev,CU% (pi),rGFP,wCH (pi),FT-Z (sc),HR/9,PH,FS% (sc),KN-X (sc),spin_dir,Z-Swing% (sc),botStf CH,botCmd CH,sv_id,XX%,vFO (sc),FS-Z (sc),delta_home_win_exp,Med%+,vSC (sc),BABIP,vFS (pi),CH% (pi),home_score,hc_y,PB,XX% (pi),SL% (pi),0%,RBI,release_pos_x,KN-X (pi),BB%+,Start-IP,FB% 2,AVG,FRM,BUH%,ARM,FS-X (pi),LD+%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.14,,,,0,,,,10.0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,3.0,,,,,,0.51,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,3.0,,,1,0.306,,,,,,15,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,0.12,,,,1,,,,,,0,,,,,,,,,,,,,,,,,0.68,0,,,,,,,,,0,,,,0.27,,,,,,,,,2792,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656186,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.17,,,,6,,,,5.13,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,3.0,,,,,,0.4,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,,,,13.8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,1.0,,,4,0.393,,,,,,26,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,0.14,,,,16,,,,,,0,,,,,,,,,,,,,,,,,0.62,0,,,,,,,,,1,,,,0.27,,,,,,,,,2792,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516714,,,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,0.16,,,,4,,,,3.4,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,1.0,,,,,,0.45,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,57.1,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,3.0,,,5,0.364,,,,,,64,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,0.1,,,,29,,,,,,0,,,,,,,,,,,,,,,,,0.67,0,,,,,,,,,0,,,,0.29,,,,,,,,,2793,,,,,,,,,,2.0,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501625,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,0,,,,2.31,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.0,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,,,,0,,,,,,0,,,,,,,,,,,,,,,,,1.0,0,,,,,,,,,0,,,,0.0,,,,,,,,,2916,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506560,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,0.17,,,,4,,,,1.25,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,2.0,,,0,0.438,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.559,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0.06,,,,15,,,,,,3,,,,,,,,,,,,,,,,,0.62,1,,,,,,,,,1,,,,0.35,,,,,,,,,2795,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474463,,,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.16,,,,28,,,,2.26,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,9.0,,,,,,0.37,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,151.2,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,,,,,,,,,,,,,,,,,,,,11.0,,,12,0.29,,,,,,31,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.371,,,,,,,,,,,,,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,0.09,,,,83,,,,,,30,,,,,,,,,,,,,,,,,0.61,0,,,,,,,,,6,,,,0.32,,,,,,,,,2796,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502624,,,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.14,,,,13,,,,4.15,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,2.0,,,,,,0.39,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,60.2,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,5.0,,,4,0.381,,,,,,19,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,0.12,,,,45,,,,,,9,,,,,,,,,,,,,,,,,0.66,0,,,,,,,,,1,,,,0.34,,,,,,,,,2796,,,,,,,,,,2.0,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594736,,,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,0.17,,,,12,,,,3.54,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,3,,,5.0,,,,,,0.52,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,114.1,,,,,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,,,,,,,,,,,,,,,,,,,,6.0,,,13,0.325,,,,,,19,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.286,,,,,,,,,,,,,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,0.11,,,,50,,,,,,19,,,,,,,,,,,,,,,,,0.67,1,,,,,,,,,2,,,,0.26,,,,,,,,,2799,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542881,,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.17,,,,17,,,,4.36,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,6,,,8.0,,,,,,0.44,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,127.2,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,,,,,,,,,,,,,,,,,,,,8.0,,,13,0.305,,,,,,29,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.222,,,,,,,,,,,,,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,0.1,,,,64,,,,,,19,,,,,,,,,,,,,,,,,0.67,0,,,,,,,,,1,,,,0.21,,,,,,,,,2794,,,,,,,,,,1.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542882,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,0.26,,,,1,,,,1.0,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.22,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.375,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.05,,,,3,,,,,,0,,,,,,,,,,,,,,,,,0.64,0,,,,,,,,,0,,,,0.22,,,,,,,,,2931,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542884,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,0.16,,,,0,,,,2.31,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.0,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.2,,,,,,3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0.16,,,,0,,,,,,0,,,,,,,,,,,,,,,,,0.63,0,,,,,,,,,0,,,,0.2,,,,,,,,,2805,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593969,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,0.18,,,,4,,,,1.71,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,2.0,,,,,,0.39,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,27.1,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,1.0,,,2,0.388,,,,,,32,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.902,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,0.11,,,,22,,,,,,0,,,,,,,,,,,,,,,,,0.6,0,,,,,,,,,1,,,,0.27,,,,,,,,,2839,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542587,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.17,,,,30,,,,3.48,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,9.0,,,,,,0.48,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,201.1,,,,,,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,19.0,,,12,0.3,,,,,,33,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,3402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.242,,,,,,,,,,,,,,,,,,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,,0.12,,,,100,,,,,,33,,,,,,,,,,,,,,,,,0.63,2,,,,,,,,,4,,,,0.23,,,,,,,,,2795,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502042,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.14,,,,1,,,,1.4,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.52,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,3.0,,,1,0.267,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.313,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0.1,,,,3,,,,,,0,,,,,,,,,,,,,,,,,0.64,0,,,,,,,,,0,,,,0.19,,,,,,,,,2797,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542888,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
